SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep
187,2015-12-22,14m; 20d,F,2017-03-14,12.35,0,5,1462.0000578703705,1462.0000115740741,1462.0000115740741,1904-01-01T00:00:00Z,1462,16,0,0,1,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.25,33672,300,1462.000462962963,1462.0028240740742,1462,1904-01-01T00:00:10Z,1462.0000694444445,101,4,7,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.30,33972,300,1462.0003935185184,1462.0030208333333,1462.0000115740741,1904-01-01T00:00:01Z,1462.0000347222222,56,7,18,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.35,34272,300,1462.0002199074074,1462.0032291666666,1462,1904-01-01T00:00:00Z,1462.0000231481481,6,1,10,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.40,34572,300,1462.0002083333334,1462.0032638888888,1462,1904-01-01T00:00:00Z,1462,21,0,7,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.45,34872,300,1462.0005208333334,1462.0028587962963,1462.0000462962962,1904-01-01T00:00:00Z,1462.0000462962962,165,1,4,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.50,35172,300,1462.0003356481482,1462.0030555555556,1462.0000231481481,1904-01-01T00:00:04Z,1462.0000115740741,49,3,11,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,15.55,35472,300,1462.0001273148148,1462.0031712962964,1462,1904-01-01T00:00:11Z,1462.0000462962962,4,1,4,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.00,35772,300,1462.0004861111111,1462.0028124999999,1462,1904-01-01T00:00:14Z,1462.0000115740741,75,5,19,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.05,36072,300,0:00:54,1462.0021643518519,1462,1904-01-01T00:00:12Z,1462.0005439814815,203,3,4,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.10,36372,300,1462.0001967592593,1462.0019791666666,1462.0010300925926,1904-01-01T00:00:03Z,1462.0002314814815,51,0,0,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.15,36672,300,1462.0004513888889,1462.0009027777778,1462.0015509259258,1904-01-01T00:00:13Z,1462.0004166666668,155,0,3,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.20,36972,300,1462.0010532407407,1462.0010532407407,1462.0000347222222,1904-01-01T00:00:11Z,1462.0012037037036,246,5,7,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.25,37272,300,1462.0008680555557,1462.000763888889,1462.0000115740741,1904-01-01T00:00:42Z,1462.0013425925927,124,5,14,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.30,37572,300,1462.0016782407408,1462.000775462963,1462,1904-01-01T00:00:11Z,1462.0008912037038,308,13,19,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.35,37872,300,1462.0014351851851,1462.000462962963,1462.0000578703705,1904-01-01T00:00:16Z,1462.0013310185186,488,6,7,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.40,38172,300,1462.0011921296295,1462.0006597222223,1462,1904-01-01T00:00:35Z,1462.0012152777779,463,4,4,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.45,38472,300,1462.0020949074074,1462.0008912037038,1462.0000578703705,1904-01-01T00:00:05Z,1462.0003703703703,768,2,2,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.50,38772,300,1462.001712962963,1462.0010763888888,1462.0000694444445,1904-01-01T00:00:01Z,1462.0006018518518,485,10,15,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,16.55,39072,300,1462.0016898148149,1462.0011805555555,1462.0001620370369,1904-01-01T00:00:07Z,1462.0003587962963,352,14,34,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,17.00,39372,300,1462.0019907407407,1462.0005555555556,1462.0002777777777,1904-01-01T00:00:07Z,1462.0005671296296,326,7,16,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,17.05,39672,300,1462.001412037037,1462.0005208333334,1462.0007523148149,1904-01-01T00:00:02Z,1462.000763888889,328,3,6,0,0,0,0,0
187,2015-12-22,15m; 18d,F,2017-04-09,17.10,39972,300,1462.0006712962963,1462.0013194444443,1462.000289351852,1904-01-01T00:00:19Z,1462.0009722222221,104,1,6,0,0,0,0,0
