SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Comments
187,12/22/15,14m; 20d,FALSE,3/14/17,12:35:00,0,5,00:00:05,00:00:01,00:00:01,00:00:00,00:00:00,16,0,0,1,0,0,0,0,Experimenter explaining to parent how recorder works
187,12/22/15,15m; 17d,FALSE,4/8/17,12:40:00,4993,300,00:01:59,00:00:36,00:00:08,00:00:11,00:02:06,282,11,28,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,12:45:00,5293,300,00:01:29,00:00:25,00:00:00,00:00:11,00:02:55,197,9,25,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,12:50:00,5593,300,00:01:53,00:00:36,00:00:09,00:00:11,00:02:11,347,12,17,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,12:55:00,5893,300,00:01:25,00:03:16,00:00:03,00:00:01,00:00:15,122,1,4,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,13:00:00,6193,300,00:01:36,00:00:24,00:00:16,00:00:01,00:02:43,224,7,14,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,13:05:00,6493,300,00:00:50,00:00:17,00:00:08,00:00:07,00:03:38,93,1,2,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,13:10:00,6793,300,00:01:05,00:00:32,00:00:04,00:00:24,00:02:55,174,6,12,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,13:15:00,7093,300,00:01:40,00:01:16,00:00:01,00:00:47,00:01:16,143,4,20,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,13:20:00,7393,300,00:00:23,00:00:15,00:02:38,00:00:01,00:01:43,73,3,5,0,0,0,0,0,Mom and child appear to be out (perhaps at a park?)
187,12/22/15,15m; 17d,FALSE,4/8/17,13:25:00,7693,300,00:00:02,00:00:01,00:04:42,00:00:00,00:00:15,0,0,3,0,0,0,0,0,"Child is in the car with the radio on. Can hear vocalizations, so the child isn't asleep. AWC low (but not extremely)"
187,12/22/15,15m; 17d,FALSE,4/8/17,13:30:00,7993,300,00:00:17,00:01:01,00:02:14,00:00:04,00:01:24,29,1,5,0,0,0,0,0,Walking from car to someplace else (outside). There is a squeaky toy. AWC low
187,12/22/15,15m; 17d,FALSE,4/8/17,13:35:00,8293,300,00:00:23,00:01:33,00:00:00,00:00:05,00:02:59,45,1,2,0,0,0,0,0,"Mom and child are in building, waiting. Other adults are talking (in English) but can't make out words. Mom points out plants"
187,12/22/15,15m; 17d,FALSE,4/8/17,13:40:00,8593,300,00:00:32,00:01:19,00:00:00,00:00:03,00:03:06,41,4,9,0,0,0,0,0,At bank. Can overhear other people/tellers.
187,12/22/15,15m; 17d,FALSE,4/8/17,13:45:00,8893,300,00:01:03,00:00:30,00:01:37,00:00:07,00:01:43,78,5,29,0,0,0,0,0,Leaving bank (it's raining). Get in car. Radio is on
187,12/22/15,15m; 17d,FALSE,4/8/17,13:50:00,9193,300,00:00:11,00:00:16,00:03:09,00:00:01,00:01:23,0,0,2,0,0,0,0,0,Child is kind of singing along to radio. There is some AWC (40-50?) but mom sounds muffled/ distant
187,12/22/15,15m; 17d,FALSE,4/8/17,13:55:00,9493,300,00:00:00,00:00:06,00:02:31,00:00:00,00:02:23,0,0,0,0,0,0,0,0,Child is awake. Can hear shuffling noises and vocalizations. Child and mom are in the car. Low AWC (15-25?)
187,12/22/15,15m; 17d,FALSE,4/8/17,14:00:00,9793,300,00:00:39,00:01:39,00:00:00,00:00:03,00:02:39,74,4,16,0,0,0,0,0,Can hear shuffling noises.
187,12/22/15,15m; 17d,FALSE,4/8/17,14:05:00,10093,300,00:00:16,00:02:28,00:00:00,00:00:01,00:02:15,14,0,7,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:10:00,10393,300,00:00:44,00:01:23,00:01:05,00:00:04,00:01:44,78,1,3,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:15:00,10693,300,00:00:00,00:00:00,00:04:52,00:00:00,00:00:08,0,0,0,0,0,0,0,0,In car. Child's toy is playing music. Child is awake (shuffling and vocalizations. AWC 5-10?
187,12/22/15,15m; 17d,FALSE,4/8/17,14:20:00,10993,300,00:00:31,00:00:30,00:03:44,00:00:00,00:00:15,106,3,4,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:25:00,11293,300,00:00:20,00:00:38,00:01:32,00:00:00,00:02:30,46,4,5,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:30:00,11593,300,00:01:13,00:01:14,00:00:03,00:00:21,00:02:09,162,8,22,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:35:00,11893,300,00:01:31,00:00:41,00:00:00,00:00:22,00:02:26,99,7,26,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:40:00,12193,300,00:00:39,00:01:11,00:00:00,00:00:15,00:02:55,102,3,5,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:45:00,12493,300,00:00:22,00:00:17,00:01:52,00:00:07,00:02:22,22,1,2,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:50:00,12793,300,00:00:33,00:00:56,00:00:55,00:00:02,00:02:34,102,5,9,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,14:55:00,13093,300,00:01:07,00:01:06,00:00:00,00:00:07,00:02:40,162,8,25,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:00:00,13393,300,00:01:00,00:01:34,00:00:01,00:00:03,00:02:22,128,7,14,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:05:00,13693,300,00:01:15,00:00:48,00:00:01,00:00:08,00:02:48,117,8,16,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:10:00,13993,300,00:01:50,00:00:48,00:00:01,00:00:12,00:02:09,85,0,3,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:15:00,14293,300,00:00:55,00:00:21,00:00:00,00:00:08,00:03:36,142,6,6,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:20:00,14593,300,00:01:23,00:00:27,00:00:00,00:00:05,00:03:05,266,9,10,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:25:00,14893,300,00:01:38,00:00:16,00:00:00,00:00:05,00:03:01,241,14,24,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:30:00,15193,300,00:00:47,00:00:32,00:00:01,00:00:37,00:03:03,85,4,18,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:35:00,15493,300,00:01:12,00:00:45,00:00:01,00:00:24,00:02:38,182,5,11,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:40:00,15793,300,00:02:08,00:00:35,00:00:03,00:00:37,00:01:37,364,11,20,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:45:00,16093,300,00:02:39,00:00:40,00:00:00,00:00:04,00:01:37,209,7,9,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,15:50:00,16393,300,00:02:49,00:00:08,00:00:00,00:00:00,00:02:03,518,16,22,0,0,0,0,0,"Mom is reading a book to child (in English, but explaining all pictures in Spanish)"
187,12/22/15,15m; 17d,FALSE,4/8/17,15:55:00,16693,300,00:01:38,00:00:11,00:00:01,00:00:06,00:03:04,240,12,20,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:00:00,16993,300,00:01:31,00:00:22,00:00:00,00:00:04,00:03:03,221,9,18,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:05:00,17293,300,00:01:39,00:00:09,00:00:00,00:00:06,00:03:06,167,15,42,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:10:00,17593,300,00:01:06,00:00:11,00:00:00,00:00:01,00:03:42,132,8,16,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:15:00,17893,300,00:01:39,00:00:05,00:00:01,00:00:00,00:03:15,220,20,35,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:20:00,18193,300,00:01:28,00:00:56,00:00:01,00:00:06,00:02:29,160,16,40,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:25:00,18493,300,00:01:17,00:00:42,00:00:01,00:00:08,00:02:52,161,15,37,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:30:00,18793,300,00:02:04,00:00:35,00:00:04,00:00:04,00:02:13,186,13,28,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:35:00,19093,300,00:01:02,00:00:20,00:00:05,00:00:00,00:03:33,136,9,19,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:40:00,19393,300,00:01:44,00:00:28,00:00:02,00:00:08,00:02:38,205,24,52,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:45:00,19693,300,00:01:33,00:00:41,00:00:02,00:00:21,00:02:23,207,11,24,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:50:00,19993,300,00:01:09,00:00:27,00:00:00,00:00:18,00:03:06,89,4,17,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,16:55:00,20293,300,00:01:53,00:00:15,00:00:07,00:00:02,00:02:43,116,5,13,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:00:00,20593,300,00:01:06,00:00:48,00:00:03,00:00:12,00:02:51,12,0,6,0,0,0,0,0,Child's toy is talking/ singing
187,12/22/15,15m; 17d,FALSE,4/8/17,17:05:00,20893,300,00:00:38,00:00:20,00:00:16,00:00:04,00:03:42,57,3,4,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:10:00,21193,300,00:00:28,00:00:12,00:00:27,00:00:01,00:03:52,37,0,1,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:15:00,21493,300,00:00:29,00:00:18,00:00:30,00:00:02,00:03:41,49,2,7,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:20:00,21793,300,00:01:28,00:00:54,00:01:07,00:00:00,00:01:31,75,2,3,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:25:00,22093,300,00:01:34,00:01:11,00:01:20,00:00:01,00:00:54,78,0,2,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:30:00,22393,300,00:01:42,00:02:05,00:00:16,00:00:02,00:00:55,51,2,3,0,0,0,0,0,"Child's toy is singing the whole time. Awake, scrunching"
187,12/22/15,15m; 17d,FALSE,4/8/17,17:35:00,22693,300,00:00:10,00:00:02,00:04:31,00:00:00,00:00:17,25,2,3,0,0,0,0,0,Mom is very far but talking (unclear to who or if on phone). She is drowned out by the singing toy though. AWC should be higher
187,12/22/15,15m; 17d,FALSE,4/8/17,17:40:00,22993,300,00:00:02,00:00:51,00:01:41,00:00:06,00:02:20,0,0,1,0,0,0,0,0,"Child is awake, scrunching."
187,12/22/15,15m; 17d,FALSE,4/8/17,17:45:00,23293,300,00:01:05,00:00:27,00:01:05,00:00:07,00:02:16,179,4,12,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:50:00,23593,300,00:00:43,00:00:11,00:02:51,00:00:00,00:01:15,70,4,11,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,17:55:00,23893,300,00:00:18,00:00:03,00:03:35,00:00:00,00:01:04,14,1,3,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:00:00,24193,300,00:00:07,00:00:02,00:04:29,00:00:00,00:00:22,0,0,4,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:05:00,24493,300,00:00:23,00:00:05,00:04:10,00:00:00,00:00:22,54,1,2,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:10:00,24793,300,00:00:26,00:00:09,00:03:36,00:00:00,00:00:49,78,3,3,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:15:00,25093,300,00:00:10,00:00:27,00:02:16,00:00:01,00:02:06,9,0,6,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:20:00,25393,300,00:00:29,00:00:26,00:03:16,00:00:00,00:00:49,91,0,1,0,0,0,0,0,NA
187,12/22/15,15m; 17d,FALSE,4/8/17,18:25:00,25693,105,00:00:09,00:00:20,00:00:27,00:00:01,00:00:48,13,0,0,0,0,0,0,0,"Toy singing, LENA removed at the very end"
187,12/22/15,15m; 18d,FALSE,4/9/17,13:10:00,25798,74,00:00:12,00:00:17,00:00:00,00:00:00,00:00:45,27,1,2,0,0,0,0,0,Putting LENA on child and starting to get ready for morning
187,12/22/15,15m; 18d,FALSE,4/9/17,13:15:00,25872,300,00:01:14,00:00:15,00:00:42,00:00:04,00:02:45,205,7,16,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:20:00,26172,300,00:01:37,00:00:28,00:00:21,00:00:01,00:02:33,222,8,15,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:25:00,26472,300,00:02:10,00:00:37,00:00:02,00:00:06,00:02:05,218,29,66,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:30:00,26772,300,00:01:14,00:00:56,00:00:01,00:00:07,00:02:42,139,8,29,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:35:00,27072,300,00:01:21,00:02:39,00:00:00,00:00:03,00:00:57,315,0,0,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:40:00,27372,300,00:01:35,00:02:56,00:00:01,00:00:02,00:00:26,358,0,0,0,0,0,0,0,In car with other adults. Adults are talking to each other about a restaurant/food. Chi is pointing out body parts on toy dog.
187,12/22/15,15m; 18d,FALSE,4/9/17,13:45:00,27672,300,00:00:32,00:03:35,00:00:00,00:00:01,00:00:52,97,3,4,0,0,0,0,0,"Family arrives at restaurant. AWC seems low because it's only picking up the words to child, there's a lot of OH (~250+)"
187,12/22/15,15m; 18d,FALSE,4/9/17,13:50:00,27972,300,00:00:07,00:04:46,00:00:00,00:00:04,00:00:03,27,0,0,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,13:55:00,28272,300,00:00:03,00:04:53,00:00:01,00:00:02,00:00:01,0,0,1,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:00:00,28572,300,00:00:40,00:04:20,00:00:00,00:00:00,00:00:00,40,0,2,0,0,0,0,0,AWC low (70-80?) there are multiple adults. Adults are eating. Male adult comforts child when she cries
187,12/22/15,15m; 18d,FALSE,4/9/17,14:05:00,28872,300,00:00:03,00:04:56,00:00:00,00:00:01,00:00:00,6,0,2,0,0,0,0,0,"In a place with a lot of people (speaking Spanish and alughing, but can't make out most words)"
187,12/22/15,15m; 18d,FALSE,4/9/17,14:10:00,29172,300,00:00:04,00:04:49,00:00:00,00:00:02,00:00:05,0,0,1,0,0,0,0,0,AWC is low (~20 words that could be udnerstood) there's a lot of overheard noise
187,12/22/15,15m; 18d,FALSE,4/9/17,14:15:00,29472,300,00:00:01,00:04:57,00:00:00,00:00:00,00:00:02,0,0,1,0,0,0,0,0,AWC is extremely low! (~100) There's just a lot of noise around and adults sound far away/ muffled. Singing toy at end
187,12/22/15,15m; 18d,FALSE,4/9/17,14:20:00,29772,300,00:00:12,00:04:47,00:00:00,00:00:01,00:00:00,15,1,1,0,0,0,0,0,Singing toy is on. Chi is awake (cries at one point). AWC ~100 lots of background noise
187,12/22/15,15m; 18d,FALSE,4/9/17,14:25:00,30072,300,00:00:15,00:03:15,00:00:01,00:00:05,00:01:24,20,3,7,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:30:00,30372,300,00:00:52,00:03:12,00:00:13,00:00:02,00:00:41,104,0,6,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:35:00,30672,300,00:00:01,00:00:01,00:04:54,00:00:00,00:00:04,0,0,1,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:40:00,30972,300,00:00:15,00:00:02,00:04:39,00:00:02,00:00:02,54,0,0,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:45:00,31272,300,00:00:37,00:02:22,00:01:29,00:00:21,00:00:11,125,3,7,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:50:00,31572,300,00:00:10,00:04:49,00:00:00,00:00:00,00:00:01,34,1,2,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,14:55:00,31872,300,00:00:08,00:04:49,00:00:05,00:00:00,00:00:00,19,1,2,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:00:00,32172,300,00:00:06,00:04:41,00:00:00,00:00:15,00:00:00,0,0,0,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:05:00,32472,300,00:01:47,00:02:19,00:00:00,00:00:02,00:00:52,359,9,13,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:10:00,32772,300,00:01:13,00:02:17,00:00:00,00:00:17,00:01:13,282,6,12,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:15:00,33072,300,00:00:22,00:03:41,00:00:02,00:00:22,00:00:33,49,4,10,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:20:00,33372,300,00:00:25,00:04:21,00:00:03,00:00:08,00:00:03,15,1,13,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:25:00,33672,300,00:00:40,00:04:04,00:00:00,00:00:10,00:00:06,101,4,7,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:30:00,33972,300,00:00:34,00:04:21,00:00:01,00:00:01,00:00:03,56,7,18,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:35:00,34272,300,00:00:19,00:04:39,00:00:00,00:00:00,00:00:02,6,1,10,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:40:00,34572,300,00:00:18,00:04:42,00:00:00,00:00:00,00:00:00,21,0,7,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:45:00,34872,300,00:00:45,00:04:07,00:00:04,00:00:00,00:00:04,165,1,4,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:50:00,35172,300,00:00:29,00:04:24,00:00:02,00:00:04,00:00:01,49,3,11,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,15:55:00,35472,300,00:00:11,00:04:34,00:00:00,00:00:11,00:00:04,4,1,4,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:00:00,35772,300,00:00:42,00:04:03,00:00:00,00:00:14,00:00:01,75,5,19,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:05:00,36072,300,00:00:54,00:03:07,00:00:00,00:00:12,00:00:47,203,3,4,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:10:00,36372,300,00:00:17,00:02:51,00:01:29,00:00:03,00:00:20,51,0,0,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:15:00,36672,300,00:00:39,00:01:18,00:02:14,00:00:13,00:00:36,155,0,3,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:20:00,36972,300,00:01:31,00:01:31,00:00:03,00:00:11,00:01:44,246,5,7,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:25:00,37272,300,00:01:15,00:01:06,00:00:01,00:00:42,00:01:56,124,5,14,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:30:00,37572,300,00:02:25,00:01:07,00:00:00,00:00:11,00:01:17,308,13,19,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:35:00,37872,300,00:02:04,00:00:40,00:00:05,00:00:16,00:01:55,488,6,7,0,0,0,0,0,Adults are talking to each other. Bells are constantly heard
187,12/22/15,15m; 18d,FALSE,4/9/17,16:40:00,38172,300,00:01:43,00:00:57,00:00:00,00:00:35,00:01:45,463,4,4,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:45:00,38472,300,00:03:01,00:01:17,00:00:05,00:00:05,00:00:32,768,2,2,0,0,0,0,0,Adults are having multiple conversations between themselves
187,12/22/15,15m; 18d,FALSE,4/9/17,16:50:00,38772,300,00:02:28,00:01:33,00:00:06,00:00:01,00:00:52,485,10,15,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,16:55:00,39072,300,00:02:26,00:01:42,00:00:14,00:00:07,00:00:31,352,14,34,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:00:00,39372,300,00:02:52,00:00:48,00:00:24,00:00:07,00:00:49,326,7,16,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:05:00,39672,300,00:02:02,00:00:45,00:01:05,00:00:02,00:01:06,328,3,6,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:10:00,39972,300,00:00:58,00:01:54,00:00:25,00:00:19,00:01:24,104,1,6,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:15:00,40272,300,00:01:37,00:01:10,00:00:34,00:00:09,00:01:30,206,4,5,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:20:00,40572,300,00:01:51,00:01:09,00:00:42,00:00:20,00:00:58,148,2,20,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:25:00,40872,300,00:01:18,00:00:45,00:01:14,00:00:13,00:01:30,191,4,6,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:30:00,41172,300,00:00:59,00:00:27,00:01:17,00:00:07,00:02:10,191,5,9,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:35:00,41472,300,00:00:40,00:00:28,00:00:14,00:00:09,00:03:29,133,0,1,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:40:00,41772,300,00:01:01,00:00:46,00:00:08,00:00:20,00:02:45,161,4,11,0,0,0,0,0,NA
187,12/22/15,15m; 18d,FALSE,4/9/17,17:45:00,42072,300,00:02:03,00:01:17,00:00:01,00:00:05,00:01:34,412,1,2,0,0,0,0,0,Adults are talking about child not sleeping early and about LENA instructions
187,12/22/15,15m; 18d,FALSE,4/9/17,17:50:00,42372,300,00:02:25,00:00:55,00:00:00,00:00:07,00:01:33,402,18,28,0,0,0,0,0,NA
